n,seed,iter,ip_total_s,ip_solve_s,gurobi_runtime_s
28,1,1,0.060250,0.043143,0.031812
28,1,2,0.551968,0.547965,0.520080
28,1,3,1.800302,1.797684,1.745041
28,1,4,0.538388,0.533743,0.494289
28,1,5,1.416599,1.407858,1.385309
28,1,6,0.138624,0.136684,0.112911
28,1,7,1.840038,1.838302,1.829655
28,1,8,2.179527,2.177885,2.146466
28,1,9,0.464958,0.463329,0.447034
28,1,10,0.397583,0.395911,0.370782
28,1,11,0.823372,0.819615,0.796938
28,1,12,1.483183,1.481462,1.456494
28,1,13,2.726692,2.724990,2.699554
28,1,14,4.818404,4.816367,4.797296
28,1,15,3.795769,3.793997,3.774182
28,1,16,1.747756,1.746087,1.718751
28,1,17,8.420958,8.418918,8.395773
28,1,18,7.299639,7.297820,7.270266
28,1,19,3.788750,3.786749,3.777596
28,1,20,3.505667,3.503974,3.483783
28,1,21,3.552996,3.551179,3.528532
28,1,22,7.280188,7.278046,7.250654
28,1,23,7.277172,7.274951,7.249639
28,1,24,4.589813,4.587696,4.566944
28,1,25,6.588833,6.586981,6.559583
28,1,26,3.554662,3.552551,3.536604
28,1,27,6.191581,6.189824,6.169143
28,1,28,9.196454,9.193930,9.167615
28,1,29,8.770445,8.768263,8.732046
28,1,30,13.089194,13.086988,13.058185
28,1,31,14.226255,14.224070,14.195375
28,1,32,21.504692,21.502502,21.471444
28,1,33,14.716994,14.715157,14.693904
28,1,34,47.030812,47.027678,47.003074
28,1,35,29.110909,29.108681,29.075500
28,1,36,67.105711,67.103504,67.077128
28,1,37,32.845575,32.843351,32.809241
28,1,38,91.062015,91.059669,91.031642
28,1,39,40.373824,40.371511,40.343061
28,1,40,59.490958,59.488749,59.449761
28,1,41,101.620694,101.618473,101.587728
28,1,42,35.536590,35.534404,35.503669
28,1,43,62.555234,62.552874,62.529512
28,1,44,80.128192,80.125972,80.093315
28,1,45,42.352742,42.350589,42.326268
28,1,46,93.202801,93.200614,93.164084
28,1,47,79.916174,79.913947,79.883336
28,1,48,97.004327,97.002098,96.969605
28,1,49,84.950182,84.947977,84.918851
28,1,50,80.049599,80.047356,80.014412
28,1,51,96.495605,96.493367,96.428575
28,1,52,50.749165,50.746911,50.713737
28,1,53,115.828992,115.826754,115.797906
28,1,54,382.172034,382.169821,382.139541
28,1,55,151.434373,151.432101,151.408596
28,1,56,147.919273,147.914511,147.884341
28,1,57,117.251347,117.249101,117.221913
28,1,58,114.470893,114.468665,114.443310
28,1,59,121.933682,121.931341,121.905670
28,1,60,161.667951,161.665717,161.643794
28,1,61,376.609292,376.606966,376.569202
28,1,62,116.438131,116.435900,116.402462
28,1,63,148.361297,148.359068,148.317823
28,1,64,297.060981,297.058733,297.028557
28,1,65,127.022229,127.019966,126.993738
28,1,66,140.147798,140.145566,140.113474
28,1,67,124.614520,124.612218,124.584854
28,1,68,139.099330,139.097133,139.076404
28,1,69,138.118912,138.116664,138.087125
28,1,70,315.315498,315.313270,315.252599
28,1,71,135.555793,135.553519,135.527074
28,1,72,356.083345,356.081021,356.050023
28,1,73,353.252741,353.250454,353.225042
28,1,74,353.382532,353.380250,353.353237
28,1,75,374.438005,374.435735,374.405185
28,1,76,379.010769,379.008506,378.969689
28,1,77,330.599831,330.597546,330.562446
28,1,78,376.313467,376.311258,376.284760
28,1,79,426.534187,426.531899,426.497839
28,1,80,451.133819,451.131553,451.093211
28,1,81,441.177124,441.174843,441.143232
28,1,82,411.788748,411.786422,411.759467
28,1,83,457.580489,457.578219,457.547147
28,1,84,519.128100,519.125825,519.097934
28,1,85,494.653797,494.651488,494.629631
28,1,86,541.357082,541.354299,541.321530
28,1,87,479.408249,479.405951,479.361133
28,1,88,478.148342,478.146056,478.121567
28,1,89,442.902040,442.899793,442.877455
28,1,90,531.004872,531.002594,530.972685
28,1,91,422.512474,422.510116,422.478118
28,1,92,434.892940,434.890662,434.862133
28,1,93,448.954238,448.951957,448.899613
28,1,94,475.832498,475.830157,475.802866
28,1,95,537.616281,537.613961,537.564395
28,1,96,498.530861,498.528569,498.502943
28,1,97,428.161332,428.159052,428.123971
28,1,98,566.199052,566.196787,566.171798
28,1,99,616.888814,616.886430,616.844793
28,1,100,543.055543,543.053212,543.016435
28,1,101,524.815475,524.813178,524.774700
28,1,102,487.697514,487.695172,487.649361
28,1,103,550.462487,550.460109,550.430423
28,1,104,504.245119,504.242829,504.211724
28,1,105,450.634731,450.632424,450.601762
28,1,106,491.439124,491.436804,491.393462
28,1,107,483.003385,483.000979,482.978546
28,1,108,458.336176,458.333870,458.299361
28,1,109,530.616418,530.613731,530.568802
28,1,110,481.834789,481.832471,481.801057
28,1,111,492.357311,492.354961,492.324685
28,1,112,516.165541,516.163201,516.127728
28,1,113,626.542416,626.540113,626.489270
28,1,114,523.128070,523.125753,523.094704
28,1,115,597.858294,597.856021,597.826088
28,1,116,495.016009,495.013720,494.997916
28,1,117,817.162969,817.160618,817.132264
28,1,118,430.325514,430.323218,430.300787
28,1,119,500.142819,500.140430,500.097214
28,1,120,546.778390,546.776069,546.726184
28,1,121,548.554175,548.551847,548.536185
28,1,122,550.589095,550.586786,550.559699
28,2,1,0.054364,0.048800,0.029032
28,2,2,0.238599,0.235822,0.211797
28,2,3,1.440241,1.438545,1.412894
28,2,4,1.001162,0.999484,0.946558
28,2,5,0.146414,0.144760,0.117450
28,2,6,0.074148,0.072497,0.065980
28,2,7,0.312200,0.310565,0.303751
28,2,8,3.373531,3.371676,3.359603
28,2,9,0.762022,0.760045,0.737060
28,2,10,2.364058,2.362278,2.343905
28,2,11,2.341407,2.339743,2.327158
28,2,12,3.029815,3.028174,2.994184
28,2,13,6.603399,6.601573,6.578651
28,2,14,1.788918,1.787200,1.765576
28,2,15,2.422960,2.421297,2.401298
28,2,16,7.492334,7.490562,7.471465
28,2,17,12.174086,12.171983,12.150575
28,2,18,5.196931,5.194914,5.168093
28,2,19,10.232681,10.230687,10.210709
28,2,20,3.263909,3.262019,3.212680
28,2,21,4.718984,4.717091,4.692693
28,2,22,22.960216,22.958126,22.931479
28,2,23,13.579572,13.577429,13.550998
28,2,24,5.970180,5.968060,5.927104
28,2,25,12.100072,12.097863,12.078047
28,2,26,7.854938,7.853022,7.801487
28,2,27,5.960961,5.958887,5.918657
28,2,28,7.151853,7.149714,7.121494
28,2,29,6.550683,6.548811,6.530368
28,2,30,10.270434,10.268296,10.242303
28,2,31,9.685841,9.683870,9.658431
28,2,32,18.685461,18.683433,18.663165
28,2,33,24.976101,24.974392,24.964761
28,2,34,30.470206,30.468128,30.444724
28,2,35,14.701395,14.699245,14.667859
28,2,36,8.853792,8.851619,8.823431
28,2,37,27.007643,27.005505,26.980914
28,2,38,13.470202,13.468287,13.446042
28,2,39,25.553194,25.551074,25.529782
28,2,40,39.022935,39.020757,38.975722
28,2,41,33.613059,33.610783,33.582001
28,2,42,41.668370,41.666178,41.629068
28,2,43,69.949683,69.947359,69.912353
28,2,44,95.513252,95.511031,95.479660
28,2,45,97.647442,97.645260,97.604593
28,2,46,84.673800,84.671677,84.649205
28,2,47,55.296626,55.294387,55.262889
28,2,48,48.240814,48.238633,48.215751
28,2,49,96.981617,96.979439,96.943426
28,2,50,87.732876,87.730693,87.693941
28,2,51,100.410387,100.408230,100.380408
28,2,52,81.305742,81.303490,81.274626
28,2,53,57.659866,57.657715,57.628887
28,2,54,100.782146,100.779842,100.752598
28,2,55,92.924291,92.922034,92.899552
28,2,56,68.019842,68.017647,67.981614
28,2,57,116.435478,116.433294,116.406096
28,2,58,121.351423,121.349176,121.320476
28,2,59,124.753856,124.751675,124.722298
28,2,60,107.161948,107.159791,107.124249
28,2,61,135.922768,135.920345,135.897234
28,2,62,110.411202,110.409038,110.384404
28,2,63,136.626816,136.624363,136.597557
28,2,64,129.269423,129.267276,129.257695
28,2,65,148.015654,148.013233,147.982014
28,2,66,121.191641,121.189393,121.169243
28,2,67,351.722002,351.719747,351.681673
28,2,68,146.288646,146.286450,146.266163
28,2,69,140.887311,140.885135,140.860496
28,2,70,292.331676,292.329498,292.300336
28,2,71,361.131531,361.129368,361.093976
28,2,72,174.446843,174.444723,174.415167
28,2,73,345.810783,345.808610,345.770707
28,2,74,361.572280,361.570029,361.538102
28,2,75,123.110441,123.108161,123.076213
28,2,76,157.994789,157.992410,157.970545
28,2,77,249.106175,249.103980,249.080716
28,2,78,452.467448,452.464898,452.435676
28,2,79,360.636610,360.634383,360.604728
28,2,80,376.915757,376.913142,376.879293
28,2,81,167.300168,167.297943,167.273277
28,2,82,246.425703,246.423476,246.386698
28,2,83,369.328660,369.326418,369.299790
28,2,84,295.679206,295.676979,295.651269
28,2,85,412.888542,412.886327,412.861324
28,2,86,375.077238,375.074587,375.047402
28,2,87,391.574294,391.572070,391.540255
28,2,88,414.501176,414.498964,414.457971
28,2,89,394.230696,394.228501,394.197514
28,2,90,386.109932,386.107671,386.075851
28,2,91,371.624106,371.621792,371.592905
28,2,92,412.606105,412.603896,412.577480
28,2,93,305.826424,305.824236,305.789540
28,2,94,419.907188,419.904974,419.875622
